ID,Timestamp
7,39.94586253166199
7,40.06971502304077
7,40.20060133934021
7,40.328694343566895
7,40.44855284690857
7,40.567665100097656
7,40.69618463516235
7,40.82245659828186
7,40.94784069061279
7,41.068880558013916
8,51.57146906852722
8,51.69532299041748
8,51.82215452194214
8,51.94754123687744
8,52.0685179233551
8,52.19684600830078
8,52.322351694107056
8,52.447460412979126
8,52.69530653953552
8,52.82052493095398
8,52.94828009605408
8,53.07205843925476
8,53.19669008255005
8,53.321714639663696
8,53.44976329803467
8,53.57222008705139
8,53.693934202194214
8,53.819944858551025
8,53.94960641860962
8,54.07053899765015
8,54.19635534286499
8,54.32010793685913
8,54.4493248462677
8,54.57209825515747
8,54.69432616233826
8,54.82088565826416
8,55.07018804550171
0,131.19512605667114
3,171.82385230064392
3,172.0690507888794
3,172.32851219177246
3,172.45407009124756
3,172.56764149665833
3,172.69820070266724
3,172.82352948188782
3,172.94957876205444
3,173.0703363418579
3,173.20191073417664
3,173.3236141204834
3,173.44981169700623
3,173.56958746910095
3,173.69562768936157
3,173.81955075263977
3,173.95074439048767
0,177.95110988616943
0,178.07374668121338
0,178.32342982292175
0,178.4510726928711
0,178.83039689064026
0,179.07242035865784
0,179.32893443107605
0,179.45874643325806
0,179.57277035713196
0,179.95077323913574
0,180.0723271369934
0,180.4520664215088
0,180.57013940811157
0,180.69590067863464
0,180.82741689682007
0,180.95767545700073
0,181.19567775726318
0,181.32319355010986
0,182.19583535194397
9,201.6998245716095
9,201.82291841506958
9,201.94723653793335
9,202.07074761390686
9,202.1984498500824
9,202.31924486160278
9,202.45310831069946
9,202.5766317844391
9,202.81931900978088
9,202.9472997188568
9,203.07156562805176
9,203.1959352493286
9,203.31981420516968
9,203.4453728199005
9,203.6980152130127
9,203.8202793598175
9,203.9476354122162
9,204.07197737693787
9,204.19853281974792
9,204.320654630661
9,204.44840931892395
9,204.57120823860168
9,204.69975471496582
9,204.81732177734375
9,204.94896578788757
9,205.07618832588196
9,205.1981611251831
9,205.32183718681335
9,205.4468023777008
9,205.57007813453674
9,205.6983551979065
9,205.82123804092407
9,205.94844436645508
9,206.0715250968933
9,206.19691824913025
9,206.31852769851685
9,206.44923377037048
9,206.57190990447998
9,206.69732403755188
9,206.94677734375
9,207.4469347000122
9,207.5704345703125
14,221.82293033599854
14,221.9463849067688
14,222.07263135910034
14,222.19735145568848
14,222.32411193847656
14,222.44788241386414
14,222.57157373428345
14,222.69752979278564
10,244.82230496406555
10,245.06913995742798
10,245.1947455406189
10,245.32191228866577
10,245.44802975654602
10,245.57101130485535
10,245.69247722625732
10,245.82071661949158
10,245.94871759414673
10,246.0711681842804
10,246.19260263442993
10,246.32127141952515
10,246.44321513175964
10,246.56914591789246
10,246.69338631629944
10,246.82107496261597
10,246.94665503501892
10,247.07113218307495
10,247.1932134628296
10,247.32035326957703
10,247.44944620132446
10,247.57118201255798
10,247.69397497177124
10,247.82015895843506
10,247.94766283035278
10,248.07185697555542
10,248.19586157798767
10,248.32203602790833
10,248.44517946243286
10,248.56963872909546
10,248.69591188430786
10,248.81954789161682
10,248.94687366485596
10,249.0709822177887
10,249.19339418411255
10,249.32084465026855
10,249.4465525150299
10,249.57128500938416
10,249.69371104240417
10,249.82200837135315
1,262.06923747062683
1,262.3171145915985
1,262.44611382484436
1,262.5701801776886
1,262.6925370693207
1,262.81665325164795
1,262.9460029602051
1,263.31611251831055
1,263.4463930130005
1,263.5697515010834
1,263.6930420398712
1,263.8173644542694
1,263.94501090049744
1,264.07046151161194
1,264.1968605518341
1,264.31772899627686
1,264.44629192352295
1,264.56951880455017
1,264.69489765167236
1,264.8185200691223
1,264.94711780548096
1,265.19681692123413
1,265.31856298446655
1,265.44700145721436
1,265.5686631202698
1,265.6969289779663
1,265.81642961502075
1,265.9457576274872
1,266.06837582588196
1,266.19522738456726
1,266.3181850910187
1,266.44476318359375
1,271.3165822029114
1,272.4441704750061
999,288.37199115753174
