ID,0,12,11,15,13,16,14,17,9,10
Time,2.42744779586792,7.052545785903931,10.92721676826477,14.554113149642944,19.177510738372803,23.677180528640747,29.17781352996826,33.3050811290741,37.422964572906494,40.42466449737549
